,StudentID,over_lap,gap
4208,ID-09741,[],[]
4209,ID-12221,[],[]
4210,ID-12248,[],[]
4211,ID-13523,[],[]
4212,ID-15495,[],[]
4213,ID-13986,[],[]
4214,ID-14308,[],[]
4215,ID-13391,[],[]
4216,ID-13029,[],[]
4217,ID-08787,[],[]
4218,ID-11807,[],[]
4219,ID-09259,[],[]
4220,ID-14073,[],[]
4221,ID-02735,[],[]
4222,ID-13341,[],[]
4223,ID-13062,[],[]
4224,ID-10720,[],[]
4225,ID-13438,[],[]
4226,ID-04930,[4774],[]
4227,ID-15710,[],[]
4228,ID-07535,[],[]
4229,ID-13598,[],[]
4230,ID-14209,[],[]
4231,ID-12851,[],[]
4232,ID-10801,[],[]
4233,ID-02517,[],[]
4234,ID-11473,[],[]
4235,ID-12792,[],[]
4236,ID-13794,[],[]
4237,ID-11138,[],[]
4238,ID-13483,[],[]
4239,ID-14664,[],[]
4240,ID-14995,[],[]
4241,ID-12771,[],[]
4242,ID-15598,[],[]
4243,ID-12605,[],[]
4244,ID-11170,[],[]
4245,ID-08841,[],[]
4246,ID-13072,[],[]
4247,ID-13789,[],[]
4248,ID-14284,[],[]
4249,ID-13122,[],[]
4250,ID-13018,[],[]
4251,ID-15644,[],[]
4252,ID-10581,[],[]
4253,ID-14195,[],[]
4254,ID-12321,[],[]
4255,ID-12355,[],[]
4256,ID-14644,[],[]
4257,ID-11534,[],[]
4258,ID-12575,[],[]
4259,ID-12516,[],[]
4260,ID-08238,[],[]
4261,ID-11201,[],[]
4262,ID-11663,[],[]
4263,ID-02931,[],[]
4264,ID-09540,[],[]
4265,ID-10706,[],[]
4266,ID-11943,[],[]
4267,ID-14057,[],[]
4268,ID-14986,[],[]
4269,ID-07678,[],[]
4270,ID-04540,[],[]
4271,ID-14901,[],[]
4272,ID-12648,[],[]
4273,ID-10628,[],[]
4274,ID-13124,[],[]
4275,ID-13230,[],[]
4276,ID-01448,[],[]
4277,ID-06710,[],[]
4278,ID-13556,[],[]
4279,ID-16135,[],[]
4280,ID-12753,[],[143894]
4281,ID-13451,[],[]
4282,ID-11028,[],[]
4283,ID-14721,[],[]
4284,ID-06579,[],[]
4285,ID-12836,[],[]
4286,ID-13090,[],[]
4287,ID-07006,[],[]
4288,ID-05465,[],[]
4289,ID-16137,[],[]
4290,ID-14855,[],[]
4291,ID-15383,[],[]
4292,ID-13996,[],[]
4293,ID-11843,[],[]
4294,ID-03335,[],[]
4295,ID-13902,[],[]
4296,ID-12748,[],[]
4297,ID-12730,[],[]
4298,ID-14078,[],[]
4299,ID-15706,[],[82559]
4300,ID-15750,[],[]
4301,ID-15400,[],[]
4302,ID-14030,[],[]
4303,ID-11059,[],[]
4304,ID-14624,[],[]
4305,ID-12023,[],[]
4306,ID-13759,[],[]
4307,ID-11329,[],[]
4308,ID-13173,[],[]
4309,ID-12257,[],[]
4310,ID-15097,[],[99546]
4311,ID-03481,[],[]
4312,ID-12800,[],[]
4313,ID-12112,[],[]
4314,ID-01152,[],[]
4315,ID-02170,[],[]
4316,ID-14341,[],[]
4317,ID-10879,[],[102331]
4318,ID-15264,[],[]
4319,ID-15426,[],[]
4320,ID-13973,[],[]
4321,ID-13959,[],[]
4322,ID-13223,[4322],[]
4323,ID-15020,[],[]
4324,ID-15649,[],[]
4325,ID-02908,[],[]
4326,ID-12983,[],[]
4327,ID-09123,[],[]
4328,ID-12326,[],[]
4329,ID-10197,[],[]
4330,ID-15721,[],[]
4331,ID-09897,[],[]
4332,ID-13723,[],[]
4333,ID-15022,[],[]
4334,ID-14123,"[185150, 2990, 4334, 10602, 12645, 16733, 18750, 26800, 34070, 40541, 47309, 49179, 61460, 68535, 73693, 79966, 90985, 97822, 109513, 121048]",[]
4335,ID-08421,[],[]
4336,ID-09964,[],[]
4337,ID-14236,[],[]
4338,ID-11147,[],[]
4339,ID-14838,[],[]
4340,ID-14848,[1799],[]
4341,ID-10739,[],[]
4342,ID-12149,[],[]
4343,ID-15105,"[4763, 4397, 4343, 6338, 7958, 11876, 15693, 22286, 25401, 30016, 36769, 47648, 52981, 57407]",[75330]
4344,ID-16079,[],[]
4345,ID-13367,[],[]
4346,ID-07931,[],[]
4347,ID-00095,[],[]
4348,ID-10740,[4348],[]
4349,ID-11270,[],[]
4350,ID-14473,[],[]
4351,ID-10990,[],[]
4352,ID-13056,[],[]
4353,ID-03754,[],[]
4354,ID-13328,[],[]
4355,ID-15722,[4355],[]
4356,ID-12208,[],[102420]
4357,ID-12035,[],[]
4358,ID-13480,[],[]
4359,ID-13751,[],[]
4360,ID-15527,[],[]
4361,ID-14820,[],[]
4362,ID-12369,[],[]
4363,ID-11860,[],"[40069, 175886]"
4364,ID-02107,[],[]
4365,ID-14814,[],[]
4366,ID-15128,[],[]
4367,ID-09235,[],[]
4368,ID-12365,[],[]
4369,ID-14714,[],[]
4370,ID-16313,[],[]
4371,ID-11828,[],[]
4372,ID-09365,[],[]
4373,ID-07857,[],[]
4374,ID-13422,[],[]
4375,ID-13368,[],[]
4376,ID-16086,[],[204910]
4377,ID-10658,[],[]
4378,ID-16833,[],[]
4379,ID-10616,[],[]
4380,ID-13237,[],[]
4381,ID-09117,[],[]
4382,ID-17538,[],[]
4383,ID-10298,[],"[22755, 142787]"
4384,ID-02282,[],[]
4385,ID-14822,[],[]
4386,ID-11186,[],[]
4387,ID-08340,[],[]
4388,ID-16535,[],[]
4389,ID-08752,[],[]
4390,ID-00741,[],[]
4391,ID-18257,[],[]
4392,ID-14949,[],[]
4393,ID-09465,[],[]
4394,ID-17084,[],[]
4395,ID-05377,[],[]
4396,ID-09406,[],[]
4397,ID-11501,"[4763, 4397, 4343, 6338, 7958, 11876, 15693, 22286, 25401, 30016, 36769, 47648, 52981, 57407]",[75330]
4398,ID-07028,[],[]
4399,ID-01451,[],[]
4400,ID-12525,[],[]
4401,ID-15039,[],[]
4402,ID-16678,[],[]
4403,ID-03472,[],"[27439, 140530]"
4404,ID-17367,[],[]
4405,ID-09691,[],[53066]
4406,ID-02618,[],[]
4407,ID-15299,"[9634, 4746]",[]
4408,ID-10375,[],[]
4409,ID-15036,[],[]
4410,ID-13627,[],[]
4411,ID-15122,[341],[]
4412,ID-14678,[],[]
4413,ID-16393,[],[]
4414,ID-15332,[],[]
4415,ID-17229,[],[]
4416,ID-05152,[],[]
4417,ID-14062,[],[]
4418,ID-18056,[],[]
4419,ID-10040,[],[]
4420,ID-15199,[],[]
4421,ID-10388,[],"[31258, 136729]"
4422,ID-16705,[],[]
4423,ID-11264,[],[]
4424,ID-02775,[],[]
4425,ID-15822,[],[]
4426,ID-00097,[],[]
4427,ID-16750,[],[]
4428,ID-17419,[],[]
4429,ID-13460,[],[]
4430,ID-13357,[],[]
4431,ID-12239,[],[]
4432,ID-14443,[],[]
4433,ID-14522,[],[]
4434,ID-00675,[],[]
4435,ID-09990,[],[]
4436,ID-11080,[],[]
4437,ID-18728,[],[]
4438,ID-17041,[],[]
4439,ID-18532,[],[]
4440,ID-02715,[],[]
4441,ID-11720,[],[]
4442,ID-08537,[],[147995]
4443,ID-17228,[],[]
4444,ID-15208,[],[]
4445,ID-10977,[],[]
4446,ID-16444,[],[]
4447,ID-14143,[],[]
4448,ID-10276,[],[]
4449,ID-15399,[],[]
4450,ID-11252,"[190789, 4636, 4787, 4009, 4814, 4450, 6387, 7006, 9063, 13252, 17505, 19488, 23017, 28576, 43319, 44309, 53996, 61462]",[]
4451,ID-14080,[],[]
4452,ID-08071,[],[]
4453,ID-04774,[],[68472]
4454,ID-11213,[],[]
4455,ID-09807,[],[]
4456,ID-13561,[],[]
4457,ID-16872,[],[]
4458,ID-07257,[],[]
4459,ID-01789,[],[]
4460,ID-14214,[],[]
4461,ID-18150,[],[]
4462,ID-16632,[],[]
4463,ID-07875,[],[15777]
4464,ID-08252,[],[]
4465,ID-10020,[],[4465]
4466,ID-11098,[],[]
4467,ID-15126,[],[]
4468,ID-01329,[],[]
4469,ID-13647,[],[]
4470,ID-06816,[],[]
4471,ID-15717,[],[64063]
4472,ID-16532,[],[]
4473,ID-12823,[],[]
4474,ID-15210,[],[]
4475,ID-16185,[],[]
4476,ID-02605,[],[]
4477,ID-12485,[],[72088]
4478,ID-05447,[],[]
4479,ID-17989,"[177381, 705, 739, 2455, 4479, 5308, 8643, 12366, 33671, 41740, 45170, 53375, 59188, 68743, 74223, 83804, 92875, 98599, 104638, 114419]","[33671, 174823]"
4480,ID-12849,[],[180293]
4481,ID-11613,[],[]
4482,ID-02173,[],[]
4483,ID-11250,[],[]
4484,ID-15756,[],[]
4485,ID-10191,[],[]
4486,ID-16600,[],[]
4487,ID-00708,[],[]
4488,ID-04504,[],[]
4489,ID-13456,[],[]
4490,ID-08952,[],[]
4491,ID-15547,[],[]
4492,ID-09233,[],[]
4493,ID-13965,[],[]
4494,ID-17672,[],[]
4495,ID-11839,[],[]
4496,ID-16826,[],[]
4497,ID-08320,[],[]
4498,ID-16712,[],[]
4499,ID-05474,[],[]
4500,ID-13673,[],[]
4501,ID-08938,[],[88445]
4502,ID-11412,[],[]
4503,ID-14828,[],[]
4504,ID-05196,[],[]
4505,ID-11541,[],[]
4506,ID-10701,[],[]
4507,ID-12609,[],[]
4508,ID-12419,[],[]
4509,ID-13301,[],[]
4510,ID-05640,[],[]
4511,ID-17097,[],[]
4512,ID-16843,[],[]
4513,ID-00375,[],[]
4514,ID-13791,[],[]
4515,ID-12726,[],[]
4516,ID-02458,[],[]
4517,ID-03216,[],[]
4518,ID-16974,[],[]
4519,ID-04529,[],[]
4520,ID-07585,[],[]
4521,ID-13531,"[115803, 87187, 102714]",[]
4522,ID-10208,[],[]
4523,ID-09590,[],[]
4524,ID-15249,[],[]
4525,ID-12631,[],[]
4526,ID-07093,[],[]
4527,ID-12919,[],[]
4528,ID-17597,[],[]
4529,ID-17512,[],[]
4530,ID-15708,[],[]
4531,ID-11091,[],[]
4532,ID-16863,[],[]
4533,ID-07146,[],[]
4534,ID-14852,[],[]
4535,ID-11132,[],[]
4536,ID-12533,[],[]
4537,ID-12176,[],[]
4538,ID-13801,[191626],[204267]
4539,ID-09158,[],[]
4540,ID-14444,[],[]
4541,ID-15130,[],[]
4542,ID-02083,[],[]
4543,ID-16542,[],[]
4544,ID-02901,[],[]
4545,ID-17383,[],[]
4546,ID-15735,[],[]
4547,ID-07926,[],[]
4548,ID-16762,[],[]
4549,ID-17928,[],[]
4550,ID-11190,[],[]
4551,ID-16883,[],[]
4552,ID-02673,[],[]
4553,ID-13370,[],[]
4554,ID-11314,[],[]
4555,ID-15566,[],[]
4556,ID-09735,[],[]
4557,ID-10821,[],[]
4558,ID-00745,[],[]
4559,ID-17011,[],[]
4560,ID-08341,[],[]
4561,ID-00134,[],[]
4562,ID-16827,[],[]
4563,ID-17650,[],[]
4564,ID-15309,[],[]
4565,ID-11521,"[189543, 4156, 4943, 3494, 4565, 4153, 7058, 5949, 10749, 12643, 17363, 19795, 23611, 30338, 44954, 52682, 54384, 61076]",[]
4566,ID-03185,[],[]
4567,ID-11731,[],[]
4568,ID-02328,[],[]
4569,ID-17780,[],[]
4570,ID-11401,[],[]
4571,ID-14777,"[9567, 4571]",[]
4572,ID-13474,[],[]
4573,ID-13559,[],[]
4574,ID-01364,[],[]
4575,ID-12779,[],[]
4576,ID-01204,[],[]
4577,ID-17020,[],[]
4578,ID-16784,[],[]
4579,ID-12062,[4579],[]
4580,ID-18452,[],[]
4581,ID-14235,[],[]
4582,ID-15990,[],[]
4583,ID-13473,[],[88266]
4584,ID-12442,[],[]
4585,ID-16172,[],[]
4586,ID-17403,[],[]
4587,ID-00215,[],[]
4588,ID-16829,[],[]
4589,ID-11865,[],[]
4590,ID-08518,[],[]
4591,ID-17699,[],[]
4592,ID-14804,[],[]
4593,ID-07615,[],[]
4594,ID-10907,[],[]
4595,ID-16479,[],[]
4596,ID-17204,[],[]
4597,ID-16567,[],[]
4598,ID-16463,[],[]
4599,ID-14769,[],[]
4600,ID-11680,[],[]
4601,ID-10188,[],[]
4602,ID-04053,[],[]
4603,ID-08889,[],[]
4604,ID-17461,[],[]
4605,ID-01431,[],[]
4606,ID-10730,[],[]
4607,ID-16401,[],[]
4608,ID-08967,[],[]
4609,ID-16326,[],[]
4610,ID-18498,[],[]
4611,ID-09355,[],[]
4612,ID-14873,[],[]
4613,ID-13000,[],[]
4614,ID-18448,[],[]
4615,ID-15554,[],[]
4616,ID-15661,[],[204910]
4617,ID-11416,[],[]
4618,ID-16036,[],[]
4619,ID-12601,[],[]
4620,ID-16239,[],[149210]
4621,ID-03345,[],[]
4622,ID-08939,[],[]
4623,ID-10196,[],[]
4624,ID-13621,[],[]
4625,ID-08178,[],[]
4626,ID-12481,[],[]
4627,ID-14837,[],[]
4628,ID-16488,[],[]
4629,ID-16975,[],[]
4630,ID-11847,[],[]
4631,ID-14967,[],[]
4632,ID-13373,[],[]
4633,ID-06844,[],[]
4634,ID-07459,[],[]
4635,ID-05780,[],[]
4636,ID-15124,"[190789, 4636, 4787, 4009, 4814, 4450, 6387, 7006, 9063, 13252, 17505, 19488, 23017, 28576, 43319, 44309, 53996, 61462]",[]
4637,ID-15051,[],[]
4638,ID-06965,[],[]
4639,ID-11933,[],[]
4640,ID-16597,[],[]
4641,ID-17101,[],[]
4642,ID-06904,[],[]
4643,ID-15804,[],[]
4644,ID-14516,[],[]
4645,ID-11013,[],[]
4646,ID-14801,[],[]
4647,ID-10725,[],[]
4648,ID-14391,[],[]
4649,ID-16734,[],"[4649, 11248]"
4650,ID-10620,[],[]
4651,ID-15135,[],[]
4652,ID-03810,[],[]
4653,ID-01655,[],[]
4654,ID-16397,[],[]
4655,ID-10030,[],[]
4656,ID-05944,[],[]
4657,ID-05268,[],[]
4658,ID-16674,[],[]
4659,ID-13823,[],[64063]
4660,ID-14133,[],[]
4661,ID-12501,[],[]
4662,ID-17503,[],[]
4663,ID-07622,[],[]
4664,ID-17720,[],[]
4665,ID-15183,[],[]
4666,ID-07452,[],[]
4667,ID-06684,[],[]
4668,ID-14692,[],[]
4669,ID-14388,[],[]
4670,ID-13344,[],[]
4671,ID-04908,[],[]
4672,ID-12724,[4672],[]
4673,ID-02321,[],[]
4674,ID-14202,[],[]
4675,ID-14326,[],[]
4676,ID-14002,[],[]
4677,ID-10519,[],[]
4678,ID-13289,[],[]
4679,ID-06679,[],[]
4680,ID-17709,[],[]
4681,ID-14613,[],[]
4682,ID-09946,[],[159632]
4683,ID-07418,[],[]
4684,ID-10966,[],[]
4685,ID-18301,[],[]
4686,ID-14134,[],[138447]
4687,ID-11063,[],[]
4688,ID-14553,[],[]
4689,ID-17658,[],[]
4690,ID-14349,[],[]
4691,ID-15061,[],[]
4692,ID-00801,[],[]
4693,ID-17451,[],[]
4694,ID-14043,[],[]
4695,ID-11686,[],[]
4696,ID-16152,"[4696, 4914, 4800]","[4800, 13445]"
4697,ID-14192,[],[]
4698,ID-01064,[],[]
4699,ID-13565,[],[]
4700,ID-15513,[],[]
4701,ID-14387,[],"[27439, 140530]"
4702,ID-07375,[],[]
4703,ID-16774,[],[]
4704,ID-19712,[],[]
4705,ID-17721,[],[]
4706,ID-10954,[],[]
4707,ID-07795,[],[]
4708,ID-16663,[],[]
4709,ID-13447,[],[]
4710,ID-12873,[],[]
4711,ID-12709,[],[]
4712,ID-16693,[],[]
4713,ID-15509,[],[]
4714,ID-17668,[],[]
4715,ID-13742,[],[]
4716,ID-12764,[],[74497]
4717,ID-16124,[],[]
4718,ID-10526,[],[]
4719,ID-16260,[],[]
4720,ID-13375,[4720],[]
4721,ID-14457,[],[]
4722,ID-18043,[],[]
4723,ID-07916,[],[]
4724,ID-08974,[],[]
4725,ID-17417,[],[]
4726,ID-15817,[],[]
4727,ID-17036,[],[]
4728,ID-16462,[],[]
4729,ID-14975,[],[]
4730,ID-17333,[],[]
4731,ID-15820,[],[]
4732,ID-12754,[],[]
4733,ID-14987,[],[]
4734,ID-17126,[],[]
4735,ID-11165,[],[]
4736,ID-16263,[],[]
4737,ID-12619,[],[]
4738,ID-09304,[],[]
4739,ID-15191,[],[]
4740,ID-14101,[],[]
4741,ID-13123,[],[]
4742,ID-06551,[],[101693]
4743,ID-13629,[],[]
4744,ID-13208,[],[]
4745,ID-14712,[],[]
4746,ID-16077,"[9634, 4746]",[]
4747,ID-16142,[],[]
4748,ID-06410,[],[]
4749,ID-15460,[],[]
4750,ID-16486,[],[]
4751,ID-15883,[],[]
4752,ID-16849,[],[]
4753,ID-13856,[],[]
4754,ID-13588,[],[]
4755,ID-12841,[],[]
4756,ID-11536,[],[]
4757,ID-13777,[],[]
4758,ID-13135,[],[]
4759,ID-13570,[],[]
4760,ID-13977,[],[]
4761,ID-13335,[],[]
4762,ID-13083,[],[]
4763,ID-02639,"[4763, 4397, 4343, 6338, 7958, 11876, 15693, 22286, 25401, 30016, 36769, 47648, 52981, 57407]",[75330]
4764,ID-08961,[],[]
4765,ID-16233,[],[]
4766,ID-01069,[],[66180]
4767,ID-09088,[],[]
4768,ID-13166,[],[]
4769,ID-17625,[],[]
4770,ID-15543,[],[]
4771,ID-11625,[],[]
4772,ID-14266,[],[]
4773,ID-13593,[],[]
4774,ID-15523,[4774],[]
4775,ID-07709,[],[]
4776,ID-09527,[],[]
4777,ID-09917,[],[]
4778,ID-16025,[],[]
4779,ID-14487,[],[]
4780,ID-10923,[],"[4780, 45150]"
4781,ID-14805,[],[]
4782,ID-14350,[],[122177]
4783,ID-15258,[],[]
4784,ID-15026,[],[]
4785,ID-08837,[],[]
4786,ID-16115,[],[]
4787,ID-09551,"[190789, 4636, 4787, 4009, 4814, 4450, 6387, 7006, 9063, 13252, 17505, 19488, 23017, 28576, 43319, 44309, 53996, 61462]",[]
4788,ID-16097,[],[]
4789,ID-11522,[],[]
4790,ID-11385,[],[]
4791,ID-11498,[],[]
4792,ID-05501,[],[]
4793,ID-14082,[],[]
4794,ID-14872,[],[]
4795,ID-11550,[],[]
4796,ID-10087,[],[]
4797,ID-13358,[],[]
4798,ID-10140,[],[]
4799,ID-09665,[],[]
4800,ID-12583,"[4696, 4914, 4800]","[4800, 13445]"
4801,ID-16675,[],[]
4802,ID-16982,[],[]
4803,ID-06896,[],[]
4804,ID-13836,[],[]
4805,ID-15207,[],[]
4806,ID-08663,[],[]
4807,ID-17447,[],[]
4808,ID-12551,[],[]
4809,ID-00598,[],[]
4810,ID-06336,[],[]
4811,ID-00958,[],[]
4812,ID-14048,[],[]
4813,ID-12915,[],[]
4814,ID-16175,"[190789, 4636, 4787, 4009, 4814, 4450, 6387, 7006, 9063, 13252, 17505, 19488, 23017, 28576, 43319, 44309, 53996, 61462]",[]
4815,ID-16126,[],[]
4816,ID-12886,[],[]
4817,ID-05145,[],[]
4818,ID-12376,[],[]
4819,ID-17987,[],[]
4820,ID-11848,[],[]
4821,ID-11215,[],[]
4822,ID-16652,[],[]
4823,ID-16382,[],[]
4824,ID-18333,[],[]
4825,ID-05831,[],[99546]
4826,ID-19165,[],[]
4827,ID-15490,[],[]
4828,ID-02792,[],[]
4829,ID-09683,[],[]
4830,ID-14594,[],[]
4831,ID-12928,[],[]
4832,ID-12611,[],[]
4833,ID-15384,[],[]
4834,ID-14952,[],[67214]
4835,ID-14713,[],[]
4836,ID-15583,[],[]
4837,ID-14510,[],[]
4838,ID-15544,[],[]
4839,ID-12867,[],[64063]
4840,ID-08243,[],[]
4841,ID-13227,[],[]
4842,ID-12493,[],[]
4843,ID-17253,[],[]
4844,ID-12773,[],[]
4845,ID-16508,[],[]
4846,ID-16684,[],[]
4847,ID-17878,[],[]
4848,ID-10265,[],[]
4849,ID-16923,[],[]
4850,ID-10257,[],[]
4851,ID-14393,[],[]
4852,ID-16596,[],[]
4853,ID-16792,[],[]
4854,ID-16970,[],[101231]
4855,ID-14590,[],[]
4856,ID-15882,[],[]
4857,ID-15195,[],[]
4858,ID-18075,[],[]
4859,ID-16002,[],[]
4860,ID-13754,[],[]
4861,ID-14168,[],"[35777, 140938]"
4862,ID-13724,[],[]
4863,ID-11491,[],[]
4864,ID-17764,[],[]
4865,ID-15366,[],[]
4866,ID-15769,[],[]
4867,ID-11816,[],[]
4868,ID-13596,[],[]
4869,ID-12789,[],[]
4870,ID-14007,[],[]
4871,ID-13940,[],[]
4872,ID-17718,[],[68333]
4873,ID-12566,[],[]
4874,ID-14857,[],[]
4875,ID-04619,[],[]
4876,ID-11114,[],[29920]
4877,ID-03619,[],[]
4878,ID-09430,[],[]
4879,ID-09536,[],[]
4880,ID-12880,[],[]
4881,ID-13913,[],[]
4882,ID-17107,[],[]
4883,ID-13471,[],[]
4884,ID-18210,[],[]
4885,ID-16204,[],[102260]
4886,ID-12977,[],[]
4887,ID-15381,[],[]
4888,ID-15003,[],[]
4889,ID-18589,[],[]
4890,ID-10811,[],[]
4891,ID-17212,[],[]
4892,ID-14593,[],[]
4893,ID-17998,"[22495, 21649, 21328, 18470]",[14028]
4894,ID-16052,[],[]
4895,ID-06634,[],[]
4896,ID-13833,[],[]
4897,ID-09232,[],[]
4898,ID-17325,[],[]
4899,ID-13557,[],[]
4900,ID-16467,[],[]
4901,ID-18153,[],[]
4902,ID-15977,[],[]
4903,ID-15777,[],[]
4904,ID-13555,[],[]
4905,ID-12568,[],[]
4906,ID-12220,[],[]
4907,ID-16320,[],[]
4908,ID-11378,[],[]
4909,ID-16023,[],[]
4910,ID-13265,[],[]
4911,ID-14573,[],[]
4912,ID-17123,[],[]
4913,ID-16751,[],[]
4914,ID-14515,"[4696, 4914, 4800]","[4800, 13445]"
4915,ID-13594,[],[]
4916,ID-14572,[],[]
4917,ID-16836,[],[]
4918,ID-06098,[],[]
4919,ID-14439,[],[]
4920,ID-16795,[],[]
4921,ID-02010,[],[]
4922,ID-13019,[],[]
4923,ID-16139,[],[]
4924,ID-13399,[],[]
4925,ID-15793,[],[]
4926,ID-12339,[],[]
4927,ID-15292,[],[]
4928,ID-14840,[],[]
4929,ID-12127,[],[]
4930,ID-17830,[3083],[]
4931,ID-16104,[],[]
4932,ID-12343,[],[]
4933,ID-14634,[],[]
4934,ID-16937,[],[]
4935,ID-16266,[],[]
4936,ID-16753,[],[]
4937,ID-16929,[],[150279]
4938,ID-13393,[],[]
4939,ID-14674,[],[]
4940,ID-13499,[],[]
4941,ID-11481,[],[]
4942,ID-17117,[],[]
4943,ID-16714,"[189543, 4156, 4943, 3494, 4565, 4153, 7058, 5949, 10749, 12643, 17363, 19795, 23611, 30338, 44954, 52682, 54384, 61076]",[]
4944,ID-16396,[],[]
4945,ID-14757,[],[]
4946,ID-08861,[],[]
4947,ID-17183,[],[]
4948,ID-12565,[],[]
4949,ID-15169,[],[]
4950,ID-14645,[],[]
4951,ID-08438,[],[]
4952,ID-04739,[],[]
4953,ID-16646,[],[]
4954,ID-17016,[],[]
4955,ID-16550,[],[]
4956,ID-16273,[],[]
4957,ID-15996,[],[]
4958,ID-16037,[],[]
4959,ID-18283,[],[]
4960,ID-02226,[],[]
4961,ID-15285,[],[]
4962,ID-18605,[],[]
4963,ID-14620,[],[]
4964,ID-13779,[],[]
4965,ID-14823,[],[]
4966,ID-14056,[],[]
4967,ID-10074,[],[]
4968,ID-15271,[],[]
4969,ID-12904,[],[]
4970,ID-17009,[],[]
4971,ID-10371,[],[79369]
4972,ID-13051,[],[]
4973,ID-16040,[],[]
4974,ID-08093,[],[]
4975,ID-17310,[],[]
4976,ID-13660,[],[]
4977,ID-16903,[],[]
4978,ID-02669,[],[]
4979,ID-16461,[],[64253]
4980,ID-14302,[],[]
4981,ID-17876,[],[]
4982,ID-12015,[],[]
4983,ID-17494,[],[]
4984,ID-16592,[],[]
4985,ID-15218,[],[]
4986,ID-14609,[],[]
4987,ID-15451,[],[]
4988,ID-13676,[],[]
4989,ID-16342,[],[]
4990,ID-16478,[],[]
4991,ID-15627,[],[]
4992,ID-16055,[],"[24111, 172074]"
4993,ID-01325,[],[]
4994,ID-13113,[],[]
4995,ID-16644,[],[]
4996,ID-17775,[],[]
4997,ID-10299,[],[]
4998,ID-17467,[],[]
4999,ID-15871,[],[]
5000,ID-14884,[],[]
5001,ID-16692,[],[]
5002,ID-13520,[],[]
5003,ID-12354,[],[]
5004,ID-15363,[],[]
5005,ID-16500,[],[]
5006,ID-16134,[],[]
5007,ID-16390,[],[]
5008,ID-10615,[],[]
5009,ID-13477,[],[]
5010,ID-15563,[],[]
5011,ID-14811,[],"[26841, 140219]"
5012,ID-14291,[],[]
5013,ID-00732,[],[]
5014,ID-17035,[],[]
5015,ID-09914,[],[]
5016,ID-16708,[],[]
5017,ID-17463,[],[]
5018,ID-15695,[],[]
5019,ID-14411,[],[]
5020,ID-17030,[],[]
5021,ID-17064,[],[]
5022,ID-15234,[],[]
5023,ID-15073,[],[]
5024,ID-17297,[],[]
5025,ID-17554,[],[]
5026,ID-15012,[],[]
5027,ID-15686,[],[]
5028,ID-09440,[],[]
5029,ID-14489,[],[]
5030,ID-17879,[],[]
5031,ID-14797,[],"[81781, 146113]"
5032,ID-13398,[],[]
5033,ID-13982,[],[]
5034,ID-16431,[],[154612]
5035,ID-16664,[],[]
5036,ID-13337,[],[]
5037,ID-16856,[],[]
5038,ID-18328,[],[]
5039,ID-16812,[],[]
5040,ID-15744,[],[]
5041,ID-17875,[],[]
5042,ID-06885,[],[]
5043,ID-17226,[],[]
5044,ID-15091,[],[]
5045,ID-06251,[],[]
5046,ID-12173,[],[]
5047,ID-15783,[],[]
5048,ID-17157,[],[]
5049,ID-17786,[],[]
5050,ID-19772,[52344],[]
5051,ID-20330,[],[]
5052,ID-12324,[],[]
5053,ID-18902,[],[]
5054,ID-11369,[],[]
5055,ID-13054,[],[]
5056,ID-14153,[],[]
5057,ID-14435,[],[]
5058,ID-02781,[],[]
5059,ID-20253,[],[]
5060,ID-15233,[],[]
5061,ID-16707,[],[]
5062,ID-03249,[],[]
5063,ID-18022,[],[]
5064,ID-17062,[],[]
5065,ID-08151,[],[]
5066,ID-19289,[],[]
5067,ID-05311,[],[]
5068,ID-06065,[],[]
5069,ID-07778,[],[]
5070,ID-18585,[],[]
5071,ID-00648,[],[]
5072,ID-18590,[],[]
5073,ID-16131,[],[]
5074,ID-14262,[],[54296]
5075,ID-09012,[],[]
5076,ID-17106,[],[]
5077,ID-16526,[],[]
5078,ID-00061,[],[]
5079,ID-12630,[],[]
5080,ID-13209,[],[]
5081,ID-06623,[],[]
5082,ID-13874,[],[]
5083,ID-12251,[],[]
5084,ID-14796,[],[]
5085,ID-18863,[],[]
5086,ID-13096,[],[]
5087,ID-01267,[],[]
5088,ID-07259,[5275],[]
5089,ID-16660,[],[]
5090,ID-16271,[],[]
5091,ID-12237,[],[]
5092,ID-16563,[],[]
5093,ID-18166,[],[]
5094,ID-09945,[],[]
5095,ID-19157,[],[]
5096,ID-19324,[],[]
5097,ID-18508,[],[]
5098,ID-17985,[],[]
5099,ID-13602,[],[]
5100,ID-11344,[],[]
5101,ID-14010,[],[]
5102,ID-02744,[],[]
5103,ID-19312,[],[]
5104,ID-15152,[],[]
5105,ID-06938,[],[]
5106,ID-17473,[],[]
5107,ID-20535,[],[]
5108,ID-17691,[],[]
5109,ID-12266,[],[]
5110,ID-16103,[],[]
5111,ID-06373,[],[]
5112,ID-03024,[],[]
5113,ID-09311,[],[]
5114,ID-11786,[],[]
5115,ID-18371,[],[]
5116,ID-06557,[],[]
5117,ID-12687,[],[]
5118,ID-10898,[],[]
5119,ID-06827,[],[]
5120,ID-17269,[],[]
5121,ID-12720,[],[]
5122,ID-13966,[],[]
5123,ID-15349,[],[]
5124,ID-09771,[],[]
5125,ID-12776,[],[]
5126,ID-04239,[],[]
5127,ID-08163,[],[]
5128,ID-18823,[],[]
5129,ID-04423,[],[]
